Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
Business,94.16,79.79,94.92,53.95,91.04,31.3,96.29,26.7,Yes,Yes,Low,8,8.2
Mathematics,61.97,85.07,77.84,65.61,80.83,63.3,82.69,14.1,Yes,No,High,7,8.8
Engineering,77.5,76.91,70.0,80.27,85.43,25.3,98.99,29.1,Yes,Yes,High,9,7.6
Business,85.71,96.5,88.46,78.66,59.05,11.3,93.31,22.3,No,Yes,Medium,10,7.5
Business,63.63,66.48,62.81,77.94,51.34,92.7,79.46,13.3,No,No,High,5,8.7
Engineering,57.4,89.2,57.08,97.76,63.48,23.0,57.08,11.6,No,No,Medium,10,7.2
Business,84.1,62.07,80.32,50.52,62.76,3.3000000000000003,89.36,18.6,Yes,Yes,Medium,7,5.4
Mathematics,99.27,66.81,40.01,61.91,52.27,38.0,67.49,22.1,Yes,Yes,Low,2,8.3
Mathematics,97.88,40.18,62.97,57.57,77.08,18.5,76.63,29.4,No,Yes,Low,1,7.3
Engineering,85.96,98.75,64.03,53.6,86.69,40.4,94.73,28.2,Yes,No,Low,4,8.1
CS,74.46,84.04,77.82,53.8,93.71,18.3,64.03,9.7,No,No,Medium,2,8.7
Engineering,74.77,60.64,66.86,92.78,55.36,44.400000000000006,75.61,21.3,No,No,Low,9,6.7
CS,75.29,87.12,47.85,58.4,67.33,21.3,63.94,16.6,No,Yes,Low,9,5.6
Mathematics,92.65,45.86,89.58,65.86,85.98,80.19999999999999,68.15,9.5,No,Yes,Medium,2,4.2
CS,52.14,83.59,57.6,91.77,54.78,15.0,98.88,26.3,Yes,No,Low,9,7.9
Engineering,81.09,82.98,91.29,54.43,65.07,76.0,75.39,8.6,Yes,Yes,Medium,8,4.8
Business,66.17,67.84,53.39,51.61,74.16,37.6,67.35,26.4,No,Yes,Medium,3,5.8
Engineering,76.97,49.87,49.84,67.56,72.69,22.0,97.51,10.0,No,No,Low,3,4.6
Business,70.52,48.04,68.64,50.37,96.64,81.0,93.56,12.3,Yes,No,High,10,4.4
CS,64.28,95.06,66.09,55.3,70.38,41.3,67.51,16.6,No,Yes,Medium,9,6.3
Business,51.79,45.72,54.4,71.05,67.6,83.0,70.46,21.1,Yes,No,High,2,6.8
CS,60.76,42.94,89.76,93.87,86.85,49.0,81.44,20.9,Yes,No,Medium,6,8.9
Mathematics,65.26,48.98,64.34,67.73,66.33,48.4,93.01,28.0,Yes,Yes,Low,9,4.3
Engineering,58.93,96.38,72.48,63.51,95.09,59.0,78.57,10.5,Yes,No,Low,3,6.9
Business,91.5,91.47,77.79,97.36,54.42,63.7,52.54,7.3,No,Yes,Medium,3,8.2
Mathematics,76.1,42.59,40.01,95.16,72.13,76.2,55.74,12.6,No,No,Medium,6,8.9
CS,67.2,68.05,57.22,69.39,61.1,10.5,56.57,15.5,No,No,High,1,4.6
Engineering,78.1,67.36,68.78,60.39,76.27,35.3,84.66,6.5,Yes,Yes,Medium,7,7.8
Engineering,73.3,95.64,74.8,71.65,66.12,28.0,67.71,28.2,No,No,Low,10,8.3
Mathematics,73.78,54.44,69.53,93.93,53.93,62.8,93.02,28.0,Yes,Yes,High,2,5.2
Business,93.95,64.48,55.32,75.06,87.33,35.5,60.93,6.3,Yes,No,Low,6,8.7
Mathematics,67.54,81.49,52.88,70.44,83.94,23.5,86.25,11.0,Yes,Yes,High,6,6.8
CS,92.24,96.66,43.48,50.39,56.84,98.5,64.42,13.4,Yes,Yes,Medium,6,6.9
CS,99.12,57.07,46.57,82.34,87.22,6.1,58.45,7.3,Yes,Yes,Medium,4,7.0
Business,96.75,95.6,96.04,91.11,95.48,11.1,83.91,28.2,Yes,Yes,High,7,9.0
Mathematics,68.98,93.42,41.12,91.12,70.42,27.8,67.54,29.9,Yes,No,Medium,10,6.7
Engineering,80.83,61.24,50.23,67.2,87.75,84.5,94.95,7.1,Yes,Yes,Low,7,5.8
Mathematics,55.79,72.04,75.39,55.04,85.89,45.2,66.95,11.1,Yes,Yes,High,10,8.6
Mathematics,93.29,68.44,47.94,69.59,50.43,23.700000000000003,91.43,18.9,Yes,Yes,Medium,5,8.5
Engineering,85.32,51.96,52.74,99.49,77.74,90.4,85.15,28.2,Yes,No,High,8,5.4
CS,94.09,75.67,49.11,50.74,87.94,81.7,90.02,26.0,No,Yes,High,5,7.4
Business,72.47,87.63,58.34,89.97,87.27,26.3,52.03,7.1,No,No,Medium,5,8.6
CS,99.28,60.33,80.58,61.31,90.38,86.30000000000001,63.96,27.2,Yes,No,Medium,9,5.0
CS,70.08,62.5,91.33,90.87,94.68,0.4,70.7,29.5,No,Yes,High,8,5.4
Engineering,81.42,63.74,49.15,55.67,85.55,58.4,86.02,11.5,Yes,Yes,Low,8,7.4
Business,88.23,45.21,54.93,93.56,61.35,25.3,91.2,8.6,No,No,Low,4,5.7
CS,55.92,90.55,69.64,67.19,64.7,3.6,58.36,19.7,Yes,Yes,High,9,5.6
Mathematics,91.85,88.5,64.97,89.87,50.15,20.0,73.88,17.7,No,Yes,High,3,7.2
Business,66.98,87.9,55.08,89.82,84.75,69.5,94.17,25.7,No,No,High,6,8.4
Business,80.41,89.47,71.87,60.12,86.87,57.1,60.7,20.3,Yes,Yes,High,4,7.2
Engineering,72.22,52.27,74.19,98.86,94.24,37.6,76.91,24.2,No,Yes,High,6,8.7
Engineering,86.69,95.12,53.18,60.68,74.31,77.0,68.65,20.5,No,Yes,Low,7,4.4
Engineering,99.83,86.5,93.32,96.8,91.53,77.8,51.96,20.0,Yes,No,Medium,10,6.5
CS,83.47,96.83,77.05,93.61,57.08,85.3,94.48,26.5,Yes,Yes,Low,4,4.1
Business,72.34,99.68,82.71,80.69,66.6,17.3,91.92,23.9,Yes,Yes,Low,6,4.2
Business,73.05,90.63,83.38,72.31,91.62,15.0,80.82,21.6,Yes,No,Low,9,5.5
Engineering,64.29,63.09,49.53,64.56,60.25,63.3,62.49,6.3,Yes,Yes,High,5,6.0
Mathematics,68.23,49.46,91.47,74.78,80.6,27.200000000000003,66.32,8.1,No,No,Medium,5,5.4
CS,72.45,91.61,54.79,78.51,58.0,48.2,94.37,13.1,No,Yes,Medium,4,5.3
Engineering,52.3,49.8,64.18,57.63,65.79,41.3,81.9,19.2,Yes,Yes,Medium,9,5.5
CS,87.39,46.35,46.1,94.96,87.86,72.30000000000001,97.16,15.8,No,No,Medium,3,5.4
Mathematics,76.46,92.88,56.36,93.16,53.24,99.6,52.91,13.2,Yes,Yes,Low,2,8.1
CS,66.7,41.25,43.71,77.73,89.74,84.1,62.35,23.2,Yes,No,High,7,8.0
CS,72.3,79.1,85.92,76.36,72.09,4.8,61.54,14.5,No,Yes,Medium,1,5.1
Engineering,96.72,59.52,95.61,74.29,88.73,51.6,51.26,10.3,No,Yes,High,7,8.9
Mathematics,94.13,49.67,92.45,76.3,79.63,22.9,77.75,14.4,Yes,Yes,Medium,5,4.8
Mathematics,56.33,40.34,78.77,68.5,58.75,1.3,58.95,27.8,Yes,Yes,Low,10,7.0
Business,89.53,93.05,54.35,66.66,52.16,84.1,91.5,26.2,Yes,No,Medium,4,6.0
Engineering,76.72,95.0,97.54,92.73,74.22,14.9,54.35,20.2,Yes,Yes,Low,5,7.4
CS,67.31,82.01,83.57,83.31,55.4,22.0,84.86,14.8,No,Yes,Medium,2,5.1
Mathematics,56.19,73.45,43.11,86.82,78.87,78.1,88.18,16.6,Yes,Yes,Medium,4,5.2
Business,78.27,46.99,54.69,70.35,97.13,45.6,89.33,25.4,No,Yes,Medium,3,6.8
Mathematics,98.36,60.52,46.69,83.02,50.27,96.5,87.14,11.5,Yes,No,Low,8,7.6
Business,99.65,92.8,42.79,75.17,63.32,47.400000000000006,50.07,17.2,No,No,Low,1,5.6
Engineering,81.41,65.35,56.55,78.61,68.35,46.6,55.24,28.3,No,No,Medium,9,8.4
Business,80.53,70.59,88.38,53.57,57.7,61.0,97.06,13.6,No,Yes,High,9,5.8
Mathematics,64.81,51.41,90.47,82.06,57.85,93.3,55.14,19.1,Yes,No,High,8,4.9
Business,54.02,84.54,87.47,72.78,90.2,98.8,81.82,11.2,Yes,Yes,Low,1,7.8
CS,57.36,72.34,55.14,92.92,94.06,74.9,58.96,29.2,No,Yes,High,5,4.2
CS,98.27,96.79,70.48,87.12,58.46,68.89999999999999,98.43,20.9,No,Yes,Medium,5,6.4
Mathematics,53.77,46.93,47.88,55.07,83.82,56.8,72.15,6.8,Yes,No,Medium,4,4.6
Engineering,98.82,98.48,80.21,55.58,63.53,63.6,98.67,18.1,Yes,Yes,Low,5,5.1
CS,87.99,72.62,57.25,70.9,80.42,16.299999999999997,64.81,11.9,No,No,Medium,10,4.9
Business,82.28,46.65,59.68,69.25,99.1,13.8,61.6,10.4,No,Yes,Low,9,4.7
Business,73.63,96.83,40.88,81.06,90.38,54.400000000000006,71.09,11.7,No,Yes,Low,4,4.2
Engineering,88.67,82.95,83.5,95.56,98.41,77.4,72.94,25.3,No,No,High,7,6.6
Business,91.65,53.79,62.82,54.86,99.2,3.9,54.18,22.7,No,No,Medium,7,7.3
Business,56.52,68.61,46.16,51.12,87.66,14.2,53.36,14.2,No,Yes,Medium,3,8.4
Mathematics,72.58,56.93,81.76,73.55,81.93,2.9,74.0,28.4,No,No,Low,8,7.4
Mathematics,65.89,82.38,65.6,80.01,82.87,77.0,54.84,5.9,Yes,No,Low,5,5.5
CS,91.27,40.39,44.48,53.99,53.52,32.8,63.5,9.5,Yes,Yes,Low,4,6.9
CS,96.78,75.35,53.86,83.24,83.46,35.3,81.55,23.4,No,No,Low,8,7.8
Business,99.03,94.34,69.92,62.9,75.26,8.7,90.17,12.3,Yes,No,Medium,8,8.8
Business,82.14,67.22,64.64,85.39,53.03,80.0,77.45,15.1,No,Yes,Medium,8,7.0
CS,55.04,54.91,41.82,69.57,79.78,36.1,90.8,26.7,Yes,Yes,Low,10,6.0
CS,94.29,68.67,75.56,85.56,60.91,88.10000000000001,72.67,25.4,Yes,Yes,Low,4,5.2
Business,68.56,86.52,93.02,60.85,93.76,8.5,82.61,24.7,No,No,High,3,5.1
Business,52.28,82.12,99.62,55.18,50.23,5.8,83.34,13.8,Yes,Yes,Medium,1,8.4
Business,61.5,89.27,45.65,52.29,68.33,69.1,58.15,5.9,No,Yes,Medium,3,5.8
Mathematics,68.19,84.4,70.08,89.49,99.91,29.8,51.28,17.4,Yes,Yes,Medium,3,7.2
CS,88.05,77.09,74.49,75.79,69.83,33.2,67.38,16.2,Yes,No,High,1,6.4
Engineering,82.07,98.57,95.11,77.84,91.22,71.7,78.79,29.8,No,Yes,High,1,6.2
Business,78.88,92.64,77.45,63.66,58.21,91.1,73.6,22.0,Yes,Yes,High,2,6.1
Business,55.89,99.21,51.97,92.42,57.59,19.0,77.9,23.0,Yes,Yes,Medium,10,6.2
Mathematics,68.62,73.88,73.32,83.92,51.35,17.8,90.69,25.5,No,Yes,Low,1,8.4
Business,64.19,48.42,76.8,70.61,97.55,30.8,61.74,25.1,No,No,High,7,7.4
Business,92.68,69.84,57.12,98.08,94.04,46.900000000000006,90.2,29.8,No,No,Medium,5,8.4
CS,50.67,84.06,47.5,63.74,66.65,87.89999999999999,97.75,7.1,No,No,Medium,7,7.1
CS,66.12,94.05,74.7,92.09,73.89,9.2,63.76,16.6,No,Yes,High,1,6.4
Business,64.22,58.31,57.63,59.12,55.16,86.19999999999999,57.21,19.0,Yes,Yes,High,9,5.9
Business,87.76,66.4,79.39,51.48,65.17,63.0,83.3,27.9,No,No,Medium,8,7.7
Mathematics,66.03,83.85,88.99,58.35,50.53,51.6,73.97,10.0,Yes,Yes,Low,5,8.0
CS,83.97,87.4,64.87,93.38,81.08,26.6,91.47,22.7,No,No,Medium,1,5.3
Mathematics,97.93,57.88,47.23,90.52,80.7,38.6,85.87,26.8,No,No,Medium,4,4.3
CS,96.65,95.23,65.02,79.43,74.84,11.1,78.01,23.0,Yes,Yes,High,1,8.0
CS,79.01,82.75,72.32,72.47,85.89,77.9,80.38,10.2,Yes,No,Medium,2,8.6
Business,84.19,49.65,56.36,69.98,82.97,50.7,92.26,11.0,Yes,Yes,High,10,7.6
Mathematics,95.56,89.91,73.65,96.97,79.52,90.8,80.35,22.0,Yes,No,Medium,8,7.6
Business,73.97,85.13,56.33,83.1,58.66,82.10000000000001,65.46,11.6,No,Yes,Low,2,8.3
CS,51.57,46.31,68.92,74.31,91.58,97.6,59.72,7.3,No,Yes,High,8,5.5
Engineering,71.16,85.0,51.8,90.24,53.72,82.69999999999999,74.13,23.0,Yes,No,Medium,2,4.6
CS,60.39,78.77,88.36,72.28,53.08,16.1,80.56,17.3,Yes,No,Medium,3,7.5
CS,61.83,59.59,63.16,74.38,77.78,23.8,94.92,27.6,Yes,Yes,Medium,4,5.2
Business,50.2,86.75,85.27,82.92,93.18,22.5,82.05,7.3,Yes,No,High,2,5.9
CS,74.51,87.26,81.21,59.03,68.7,68.0,98.97,9.1,Yes,Yes,High,8,4.6
Mathematics,59.32,45.25,67.98,80.88,97.89,37.1,92.07,27.9,Yes,No,High,5,5.6
CS,77.65,58.04,52.57,83.93,83.33,74.7,96.4,20.5,Yes,No,High,5,4.8
Business,53.91,73.1,61.02,99.21,56.47,31.3,81.88,5.3,No,No,Low,3,5.8
Engineering,62.1,90.74,78.49,89.79,54.57,47.1,85.46,25.0,No,Yes,Low,5,5.6
Engineering,82.04,84.34,78.51,60.09,57.0,80.60000000000001,91.51,25.5,No,No,High,6,5.3
Mathematics,99.95,79.33,71.03,54.72,76.63,11.7,74.65,18.8,Yes,No,Low,7,5.2
Engineering,95.21,98.17,85.98,50.38,98.72,30.5,81.6,8.1,No,Yes,Low,5,8.1
Mathematics,97.95,52.71,77.9,84.74,86.99,79.2,97.82,25.5,No,No,High,2,4.3
Business,98.16,80.34,56.29,59.64,52.49,60.7,82.25,26.3,Yes,No,Low,1,4.9
Business,91.63,71.37,83.72,54.52,55.29,31.4,90.31,16.6,No,Yes,High,2,7.4
Engineering,90.06,81.36,55.61,68.33,97.53,35.6,63.2,5.7,Yes,Yes,Low,3,5.5
Business,63.12,93.18,54.05,68.7,52.3,14.9,87.38,11.9,Yes,No,Low,7,7.4
CS,93.43,85.89,69.94,69.33,53.45,52.3,61.17,23.3,No,Yes,Medium,10,4.2
CS,61.6,89.81,43.06,50.93,79.85,5.300000000000001,81.93,5.2,No,No,High,6,8.5
CS,84.11,81.73,59.89,67.26,98.63,61.8,81.05,24.4,Yes,Yes,High,5,5.6
Engineering,60.79,93.41,96.39,55.42,58.34,91.4,93.21,8.0,Yes,Yes,Low,9,4.1
Engineering,69.94,63.2,53.88,56.44,87.85,36.8,79.95,13.0,Yes,Yes,High,4,6.7
Business,85.41,83.97,99.98,69.69,63.54,85.0,84.98,9.0,No,Yes,Medium,1,4.1
CS,89.45,71.38,65.43,98.7,67.72,28.9,94.46,7.1,Yes,No,High,10,8.4
CS,87.34,65.47,77.48,54.33,69.08,32.7,51.4,24.1,Yes,No,Medium,5,5.9
Business,75.52,43.17,64.32,62.63,88.03,56.5,87.28,10.9,No,Yes,Low,10,8.2
Engineering,88.93,43.96,72.66,78.76,77.56,37.9,53.39,10.0,No,Yes,Medium,1,4.1
Mathematics,86.65,89.62,44.21,93.49,84.52,72.0,95.16,25.2,Yes,Yes,Medium,10,5.7
Mathematics,79.2,65.95,81.7,67.98,95.44,49.3,51.47,14.8,No,No,Medium,10,5.1
Business,54.97,97.17,60.79,80.1,69.81,36.7,75.31,28.0,No,Yes,High,10,4.3
Mathematics,54.97,47.49,87.21,77.06,84.92,27.4,71.68,20.6,Yes,Yes,High,4,8.4
Engineering,80.31,99.77,86.46,98.63,72.9,5.2,62.96,11.3,No,Yes,Low,8,6.3
CS,81.49,93.48,73.78,55.0,60.22,57.2,64.96,8.9,Yes,Yes,Low,7,5.8
Engineering,80.22,63.42,76.6,81.46,82.25,76.5,64.18,13.0,No,Yes,Medium,9,8.8
Business,67.73,98.46,59.35,67.71,97.74,61.8,81.41,6.0,No,Yes,Low,9,5.2
Engineering,59.71,82.3,82.86,85.28,69.22,22.200000000000003,90.87,6.3,No,No,Medium,3,7.6
Engineering,94.62,48.46,51.52,61.62,87.44,35.4,80.96,16.6,No,Yes,Medium,1,5.6
Business,66.42,55.4,95.34,62.33,79.33,40.3,95.49,27.4,No,Yes,Low,8,8.5
Mathematics,55.15,71.64,56.84,84.94,90.69,92.5,70.13,12.5,No,No,Medium,9,6.3
Engineering,89.35,70.84,95.09,84.57,88.45,47.6,93.98,22.4,Yes,No,Low,3,4.1
Business,72.69,71.72,66.06,74.89,66.39,71.6,73.14,18.7,No,No,Low,1,8.9
Engineering,99.7,93.76,61.42,54.57,75.76,30.8,53.97,12.7,Yes,No,Low,7,6.1
Mathematics,93.57,85.51,80.67,81.81,61.33,58.1,91.58,15.9,Yes,No,Medium,5,6.2
CS,64.86,74.76,83.48,54.28,78.63,26.0,66.82,21.6,Yes,No,High,7,7.3
Mathematics,69.67,68.04,79.65,50.9,57.36,2.2,59.36,18.2,No,Yes,High,7,4.5
Mathematics,96.69,64.05,65.12,69.67,50.86,43.6,87.75,25.8,Yes,Yes,Medium,10,4.7
Engineering,86.85,45.38,68.85,69.56,52.17,86.30000000000001,69.17,27.9,Yes,Yes,High,4,8.7
Engineering,95.55,90.88,87.46,62.32,59.27,66.0,97.23,23.7,Yes,Yes,Medium,4,4.4
Mathematics,66.35,53.14,85.87,74.73,90.21,0.1,62.32,24.2,No,Yes,Medium,7,6.9
Mathematics,51.66,56.95,80.66,58.43,54.4,30.1,93.8,11.3,No,No,High,1,5.7
Mathematics,91.36,88.41,59.76,87.88,88.53,81.5,96.46,19.1,Yes,No,Medium,4,8.9
Mathematics,92.44,70.47,80.56,98.45,56.32,15.4,64.84,10.9,No,No,Medium,7,8.5
CS,73.99,59.48,80.61,76.57,61.0,46.2,77.94,24.4,No,Yes,Low,4,7.8
Mathematics,67.3,65.13,78.17,75.78,82.79,1.3,81.29,6.1,No,No,High,4,6.5
Engineering,83.63,50.85,81.72,58.58,65.54,44.8,89.61,8.9,No,Yes,Medium,5,4.6
CS,56.77,52.25,40.21,70.91,97.16,48.7,91.2,20.5,Yes,No,Medium,9,8.1
Business,62.97,84.12,84.06,89.62,78.62,20.8,95.52,10.1,Yes,No,Low,5,5.6
Mathematics,57.73,52.68,85.27,94.24,79.71,30.2,98.54,13.7,Yes,Yes,Low,2,7.8
Business,62.47,41.73,73.13,87.94,79.64,16.7,62.07,29.1,Yes,Yes,Low,7,8.2
Mathematics,94.26,88.26,45.8,73.74,92.84,65.9,62.69,26.1,Yes,Yes,Low,5,4.4
CS,54.24,96.09,67.15,94.47,54.42,99.5,85.26,29.8,Yes,Yes,High,8,5.4
Mathematics,94.44,88.57,94.82,78.61,94.77,84.80000000000001,71.0,28.5,Yes,Yes,High,3,8.1
Business,76.56,98.94,89.9,61.75,82.41,58.3,98.49,15.3,Yes,No,High,4,6.0
CS,82.99,94.3,99.13,71.41,89.0,82.30000000000001,90.31,6.0,No,No,Medium,9,5.2
CS,80.6,73.57,72.5,65.18,67.81,23.8,79.81,16.3,No,No,High,5,4.2
Business,88.92,43.67,81.69,85.72,74.92,10.6,86.46,27.9,Yes,No,Low,6,6.2
CS,70.83,99.93,57.6,64.37,78.89,36.7,60.82,26.5,Yes,Yes,High,10,4.7
Mathematics,52.43,97.88,79.29,93.87,60.19,32.5,80.98,7.2,Yes,No,Medium,2,4.1
Business,70.42,98.67,59.6,59.72,61.56,93.5,50.03,18.8,Yes,No,High,6,8.2
CS,79.65,96.23,50.52,55.89,70.18,44.3,69.61,10.9,Yes,Yes,Medium,7,7.8
Engineering,97.73,86.75,64.63,97.98,82.91,89.7,99.58,26.5,Yes,No,High,10,6.7
Business,64.12,78.89,89.19,85.63,85.32,98.3,77.54,9.2,No,Yes,Medium,7,4.2
Business,77.57,88.79,86.72,80.61,55.85,79.5,68.79,21.0,No,Yes,Low,3,7.0
Engineering,59.02,70.08,44.1,66.43,66.15,15.1,67.2,6.9,No,Yes,High,7,7.4
Engineering,94.72,67.73,58.42,69.65,61.52,96.4,88.55,18.3,No,No,High,3,4.4
Business,99.5,44.32,73.28,61.75,88.75,99.6,53.98,15.3,Yes,No,High,7,4.1
Business,83.65,74.86,53.8,82.24,50.62,61.6,56.19,19.9,Yes,Yes,Medium,1,7.9
CS,89.41,79.85,80.94,50.94,66.53,79.80000000000001,51.18,22.6,No,No,Medium,9,8.6
CS,95.22,59.54,70.43,69.0,87.35,79.6,97.72,7.1,Yes,Yes,Medium,3,8.6
Engineering,81.99,47.37,92.09,82.63,95.63,62.5,61.27,24.6,Yes,Yes,High,6,6.5
CS,88.17,54.09,50.57,55.65,81.4,18.9,59.58,18.6,No,No,Low,10,6.3
Business,70.74,78.28,97.93,98.99,70.36,80.39999999999999,84.78,20.7,Yes,No,Medium,9,4.6
CS,80.9,45.6,45.46,91.37,81.02,85.1,73.63,15.8,No,Yes,High,5,6.6
Mathematics,83.5,61.01,60.54,95.59,57.99,99.7,86.43,15.5,Yes,Yes,High,6,7.2
Engineering,98.15,42.41,58.58,64.58,51.85,48.3,95.77,21.3,Yes,No,Low,7,7.9
Business,94.91,52.11,88.82,97.63,50.87,8.0,57.01,6.2,No,No,High,8,7.6
Business,72.34,46.88,73.23,86.68,68.86,2.8000000000000003,66.96,11.6,Yes,Yes,High,8,4.3
CS,92.4,94.3,59.75,80.31,79.15,41.2,76.19,8.2,Yes,No,Low,7,6.7
Business,75.73,63.46,95.19,95.16,85.39,22.1,60.29,8.9,Yes,Yes,Medium,2,5.1
CS,83.34,97.41,60.93,61.35,77.96,26.6,95.46,27.2,No,No,Low,5,6.1
Mathematics,54.78,56.68,57.49,56.47,58.25,70.19999999999999,67.52,24.1,Yes,Yes,Medium,8,4.0
Business,70.21,94.72,63.75,60.38,88.98,20.1,54.79,15.7,No,No,Low,8,5.1
Engineering,99.76,52.79,78.03,78.72,61.39,89.0,72.09,23.3,Yes,Yes,Low,9,7.0
Mathematics,53.03,43.06,75.57,60.42,60.83,22.4,77.78,21.2,Yes,Yes,Low,1,6.9
CS,97.08,89.07,74.18,70.15,80.9,12.2,89.03,29.5,No,No,Low,3,5.2
Engineering,70.43,59.72,66.93,86.84,86.85,95.0,59.21,11.5,Yes,Yes,High,10,4.1
Engineering,95.11,88.15,80.16,58.77,98.66,7.0,90.11,29.8,No,No,Low,4,6.2
Business,78.44,40.19,71.6,58.94,55.85,34.1,54.54,23.5,No,Yes,High,2,4.5
Business,57.04,50.38,47.74,76.12,98.2,26.7,94.23,24.8,No,Yes,Low,4,5.5
Mathematics,59.89,75.64,81.18,51.41,88.34,94.7,67.4,27.5,Yes,Yes,Low,7,4.3
CS,68.51,98.54,74.16,53.16,69.91,67.9,84.86,6.0,Yes,Yes,Medium,10,6.2
Mathematics,67.99,91.53,55.98,88.97,73.41,55.9,87.39,28.9,Yes,Yes,Medium,3,6.9
Business,68.72,94.66,75.38,97.33,95.94,49.1,76.97,8.9,No,No,Low,2,6.6
CS,97.52,85.0,63.36,86.41,92.86,33.0,93.59,27.9,Yes,No,Low,10,7.8
CS,67.32,71.49,88.9,91.84,73.75,23.4,77.7,5.3,No,Yes,Medium,4,4.6
CS,50.45,97.71,65.54,86.14,55.24,73.2,70.8,28.2,Yes,No,Low,8,4.4
Engineering,60.74,79.97,60.39,93.11,74.97,28.1,98.04,15.6,No,No,Medium,4,4.1
Mathematics,96.92,69.62,49.22,76.17,67.02,96.4,79.11,16.8,No,Yes,Low,10,7.2
Engineering,56.14,77.22,70.23,71.9,53.55,57.2,61.11,6.5,No,Yes,High,10,7.5
Mathematics,71.18,51.62,80.55,52.99,57.24,58.3,64.57,18.3,Yes,No,Low,4,5.0
CS,94.77,84.19,48.93,77.34,54.32,74.80000000000001,74.91,16.5,No,No,Low,4,8.4
Engineering,92.93,66.64,71.91,96.75,75.3,28.9,94.15,5.7,No,No,Medium,1,4.1
Engineering,76.42,98.33,87.92,95.32,71.66,84.39999999999999,59.58,7.5,No,No,Medium,5,6.2
Engineering,84.03,51.41,95.8,89.7,92.64,32.1,85.95,23.4,Yes,Yes,High,8,8.2
Mathematics,88.7,43.01,41.45,71.63,54.61,41.3,81.38,6.5,Yes,No,Medium,10,5.5
Mathematics,70.18,92.05,47.23,60.0,77.38,9.0,94.71,14.0,Yes,Yes,High,3,5.0
Mathematics,80.25,61.77,44.31,79.0,83.9,11.4,68.43,14.0,Yes,No,Medium,4,7.8
Business,94.34,63.04,87.88,71.25,93.69,8.4,67.79,6.9,No,Yes,Low,2,8.6
Business,87.32,53.96,57.7,77.2,62.36,46.6,61.48,15.7,No,No,Low,10,8.0
Business,68.87,54.12,62.71,71.44,63.23,31.6,95.7,19.4,No,No,Low,1,5.6
CS,73.16,76.51,86.43,97.17,88.87,74.0,66.45,5.4,Yes,Yes,Low,1,4.6
CS,97.34,66.42,80.67,69.3,61.28,14.3,63.27,9.3,No,Yes,Low,6,7.4
Mathematics,59.89,42.02,71.36,78.0,60.44,7.4,98.64,13.3,Yes,Yes,Low,7,5.7
Business,58.63,90.29,84.39,98.01,74.64,80.19999999999999,54.65,8.4,No,Yes,Medium,6,5.8
Business,76.87,57.19,86.06,65.91,91.96,85.5,70.85,16.7,No,No,High,8,4.4
Mathematics,91.44,64.02,70.88,82.75,63.18,61.8,62.71,27.9,Yes,Yes,High,3,8.7
Mathematics,54.48,73.15,81.79,57.01,74.94,8.2,50.97,19.5,Yes,Yes,Low,2,8.0
Engineering,94.91,87.05,75.61,50.35,86.62,34.5,75.49,19.9,No,No,Low,3,4.1
Engineering,94.52,65.53,56.66,98.67,57.11,5.8,72.67,28.6,No,Yes,High,1,4.8
Engineering,65.11,73.75,85.74,52.58,61.25,52.5,73.93,13.1,No,No,High,5,6.2
Engineering,85.46,48.65,79.89,77.87,98.98,90.4,66.29,15.5,Yes,No,Medium,6,8.5
Engineering,68.73,57.42,63.53,88.8,62.83,29.5,97.16,28.7,No,No,Low,1,5.2
Engineering,91.41,98.78,85.6,86.44,92.59,91.5,65.3,28.0,No,No,Low,6,6.1
CS,89.79,83.84,66.59,50.6,54.1,70.6,87.91,18.3,Yes,Yes,Low,5,7.4
CS,64.52,75.82,42.79,93.2,89.49,54.6,97.55,10.0,Yes,No,Low,6,5.7
Business,87.66,90.82,45.24,61.17,72.72,47.8,98.47,19.3,Yes,No,Low,6,4.9
Engineering,86.69,86.87,58.48,59.33,86.41,91.8,73.69,16.2,No,Yes,High,3,7.5
Engineering,99.91,44.42,84.43,86.28,78.22,59.5,91.72,14.2,Yes,Yes,Medium,2,5.1
Engineering,95.12,79.83,80.98,51.02,67.28,14.6,56.54,7.4,Yes,Yes,Low,6,6.1
CS,94.61,63.65,42.46,96.12,87.54,69.80000000000001,82.35,22.2,Yes,Yes,Low,10,8.3
Engineering,70.35,55.86,61.14,67.38,78.04,87.69999999999999,77.0,25.1,Yes,No,Low,6,4.3
Business,98.36,82.15,91.72,68.34,69.2,88.9,61.67,23.4,Yes,Yes,High,2,8.7
CS,77.2,70.71,64.14,53.18,74.46,74.7,73.36,5.9,No,No,Medium,3,7.5
Business,64.3,44.65,52.26,64.18,80.57,4.5,64.7,6.3,Yes,Yes,Low,7,6.1
Business,75.78,98.43,62.65,76.02,56.93,28.8,74.31,17.1,No,Yes,Medium,6,4.6
Mathematics,59.34,46.69,74.77,92.06,82.51,50.2,50.78,9.7,No,No,High,2,4.0
CS,53.1,72.81,41.56,69.35,87.61,71.3,95.12,24.3,Yes,Yes,High,10,5.9
